T,2024-12-03 01:14:54,36.74210320,126.98472222,63.25,94.919,,0.000,,2,36,,
T,2024-12-03 01:14:56,36.74210320,126.98472220,96.48,94.871,,0.000,,2,36,,
T,2024-12-03 01:14:58,36.74210254,126.98472186,30.02,95.017,,0.000,,3,36,,
T,2024-12-03 01:15:00,36.74210418,126.98472055,8.58,94.217,,0.000,,11,36,,
T,2024-12-03 01:15:02,36.74210768,126.98472014,5.36,91.979,,0.290,56,13,36,,
T,2024-12-03 01:15:04,36.74210940,126.98471570,3.22,90.347,,0.000,,14,36,,
T,2024-12-03 01:15:06,36.74211233,126.98471191,3.22,89.213,,0.150,338,22,36,,
T,2024-12-03 01:15:08,36.74210133,126.98469932,3.22,88.200,,0.000,,22,36,,
T,2024-12-03 01:15:10,36.74210461,126.98469881,3.22,86.754,,0.000,,23,36,,
T,2024-12-03 01:15:12,36.74210511,126.98470584,3.22,88.728,,0.000,,23,36,,
T,2024-12-03 01:15:14,36.74210666,126.98470593,3.22,89.956,,0.000,,23,36,,
T,2024-12-03 01:15:16,36.74210561,126.98470296,3.22,89.833,,0.000,,23,36,,
T,2024-12-03 01:15:18,36.74210511,126.98470162,3.22,90.037,,0.000,,21,36,,
T,2024-12-03 01:15:20,36.74210514,126.98470146,3.22,90.048,,0.000,,18,36,,
T,2024-12-03 01:15:22,36.74210517,126.98470147,3.22,90.054,,0.000,,18,36,,
T,2024-12-03 01:15:24,36.74210519,126.98470152,3.22,90.053,,0.000,,18,36,,
T,2024-12-03 01:15:26,36.74210521,126.98470153,3.22,90.054,,0.000,,18,36,,
T,2024-12-03 01:15:28,36.74210524,126.98470155,3.22,90.053,,0.000,,18,36,,
T,2024-12-03 01:15:30,36.74210527,126.98470153,3.22,90.057,,0.000,,19,36,,
T,2024-12-03 01:15:32,36.74210531,126.98470151,3.22,90.055,,0.000,,19,36,,
T,2024-12-03 01:15:34,36.74210532,126.98470157,3.22,90.077,,0.000,,19,35,,
T,2024-12-03 01:15:36,36.74210532,126.98470156,3.22,90.078,,0.000,,18,36,,
T,2024-12-03 01:15:38,36.74210539,126.98470153,3.22,90.103,,0.000,,18,36,,
T,2024-12-03 01:15:40,36.74210544,126.98470152,3.22,90.142,,0.000,,18,35,,
T,2024-12-03 01:15:42,36.74210546,126.98470151,3.22,90.155,,0.000,,19,35,,
T,2024-12-03 01:15:44,36.74210549,126.98470153,3.22,90.168,,0.000,,19,35,,
T,2024-12-03 01:15:46,36.74210390,126.98470042,3.22,90.423,,0.000,,19,35,,
T,2024-12-03 01:15:48,36.74210376,126.98470044,3.22,90.516,,0.000,,20,35,,
T,2024-12-03 01:15:50,36.74210385,126.98470070,3.22,90.692,,0.000,,20,35,,
T,2024-12-03 01:15:52,36.74210336,126.98470025,3.22,90.602,,0.000,,20,35,,
T,2024-12-03 01:15:54,36.74210336,126.98470026,3.22,90.734,,0.000,,21,35,,
T,2024-12-03 01:15:56,36.74210240,126.98469997,3.22,90.412,,0.000,,23,35,,
T,2024-12-03 01:15:58,36.74210215,126.98469986,3.22,90.437,,0.000,,24,35,,
T,2024-12-03 01:16:00,36.74210205,126.98469976,3.22,90.469,,0.000,,24,35,,
T,2024-12-03 01:16:02,36.74210197,126.98469977,3.22,90.487,,0.000,,24,35,,
T,2024-12-03 01:16:04,36.74210193,126.98469972,3.22,90.497,,0.000,,22,35,,
T,2024-12-03 01:16:06,36.74210210,126.98469974,3.22,90.542,,0.000,,21,35,,
T,2024-12-03 01:16:08,36.74210216,126.98469969,3.22,90.532,,0.000,,23,35,,
T,2024-12-03 01:16:10,36.74210534,126.98470164,3.22,91.294,,0.320,28,23,35,,
T,2024-12-03 01:16:12,36.74210477,126.98470399,3.22,91.079,,0.000,,24,35,,
T,2024-12-03 01:16:14,36.74210618,126.98470327,3.22,91.182,,0.330,36,23,35,,
T,2024-12-03 01:16:16,36.74210165,126.98468994,3.22,91.288,,0.820,230,23,35,,
T,2024-12-03 01:16:18,36.74208806,126.98466727,3.22,91.896,,1.310,236,25,35,,
T,2024-12-03 01:16:20,36.74208025,126.98462378,3.22,92.833,,2.220,268,25,35,,
T,2024-12-03 01:16:22,36.74207857,126.98456183,3.22,92.412,,2.760,270,25,35,,
T,2024-12-03 01:16:24,36.74207663,126.98448654,3.22,92.470,,3.640,270,25,35,,
T,2024-12-03 01:16:26,36.74207744,126.98439713,3.22,92.965,,3.800,270,25,35,,
T,2024-12-03 01:16:28,36.74207820,126.98431396,3.22,93.769,,3.600,269,25,35,,
T,2024-12-03 01:16:30,36.74208097,126.98423769,3.22,93.359,,3.470,270,25,35,,
T,2024-12-03 01:16:32,36.74208731,126.98416719,3.22,93.069,,3.240,273,24,35,,
T,2024-12-03 01:16:34,36.74208906,126.98407483,3.22,92.896,,4.640,268,23,35,,
T,2024-12-03 01:16:36,36.74209145,126.98394709,3.22,93.900,,5.600,267,25,35,,
T,2024-12-03 01:16:38,36.74208928,126.98380180,3.22,93.966,,6.610,268,25,35,,
T,2024-12-03 01:16:40,36.74209057,126.98365808,3.22,94.665,,6.150,269,25,35,,
T,2024-12-03 01:16:42,36.74209265,126.98354146,3.22,95.051,,5.130,269,24,35,,
T,2024-12-03 01:16:44,36.74209746,126.98341794,3.22,95.587,,5.510,273,24,35,,
T,2024-12-03 01:16:46,36.74210607,126.98328500,3.22,96.256,,5.940,274,25,35,,
T,2024-12-03 01:16:48,36.74211362,126.98316804,3.22,97.002,,4.940,271,25,35,,
T,2024-12-03 01:16:50,36.74212192,126.98307728,3.22,96.902,,3.840,280,25,35,,
T,2024-12-03 01:16:52,36.74214429,126.98300988,3.22,96.555,,3.350,317,22,35,,
T,2024-12-03 01:16:54,36.74221893,126.98298807,3.22,96.901,,4.080,356,25,35,,
T,2024-12-03 01:16:56,36.74233121,126.98299347,3.22,96.584,,5.870,1,25,35,,
T,2024-12-03 01:16:58,36.74244262,126.98299118,3.22,96.441,,6.230,0,25,35,,
T,2024-12-03 01:17:00,36.74255880,126.98299068,3.22,96.084,,6.290,359,25,35,,
T,2024-12-03 01:17:02,36.74266699,126.98299326,3.22,96.314,,6.040,359,24,35,,
T,2024-12-03 01:17:04,36.74277902,126.98299002,3.22,96.179,,6.160,359,24,35,,
T,2024-12-03 01:17:06,36.74289298,126.98298786,3.22,96.174,,5.950,359,24,35,,
T,2024-12-03 01:17:08,36.74298547,126.98299759,3.22,96.006,,4.900,13,22,35,,
T,2024-12-03 01:17:10,36.74305392,126.98306482,3.22,95.600,,4.940,57,24,35,,
T,2024-12-03 01:17:12,36.74307813,126.98321726,3.22,94.784,,6.970,78,25,35,,
T,2024-12-03 01:17:14,36.74311130,126.98339114,3.22,93.880,,7.990,76,25,35,,
T,2024-12-03 01:17:16,36.74314538,126.98357918,3.22,93.558,,8.400,76,24,35,,
T,2024-12-03 01:17:18,36.74317752,126.98377038,3.22,92.987,,8.660,76,24,35,,
T,2024-12-03 01:17:20,36.74320910,126.98396583,3.22,92.394,,8.920,77,20,35,,
T,2024-12-03 01:17:22,36.74324850,126.98416695,3.22,91.469,,9.210,76,20,35,,
T,2024-12-03 01:17:24,36.74328671,126.98436721,3.22,90.929,,9.160,77,23,35,,
T,2024-12-03 01:17:26,36.74331817,126.98456945,3.22,90.735,,9.240,77,22,35,,
